language,error_type,buggy_code,fixed_code,line_no
C,MissingInclude,"printf(""Hello"");","#include <stdio.h>
printf(""Hello"");",1.0
Python,MutableDefault,"def add_item(x, items=[]): items.append(x)","def add_item(x, items=None):
    if items is None: items = []
    items.append(x)",1.0
Java,UndeclaredIdentifier,System.out.println(x);,"int x = 10;
System.out.println(x);",1.0
Python,LineTooLong,print('This is a very very very very very very very very very very long line'),print('This is a long line'),1.0
C++,UnmatchedBracket,"if (x > 5 { cout << ""big""; }","if (x > 5) { cout << ""big""; }",1.0
Python,DivisionByZero,x = 10 / 0,x = 10 / 2,1.0
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1.0
C,InfiniteLoop,"while (1) {
}","while (condition) {
}",1.0
Python,MissingImport,result = math.sqrt(16),"import math
result = math.sqrt(16)",1.0
C,UnmatchedBracket,for (int i = 0; i < 10; i++ { },for (int i = 0; i < 10; i++) { },1.0
C++,UnmatchedBracket,"int main() {
  cout << ""Hi"";
","int main() {
  cout << ""Hi"";
}",2.0
Python,MutableDefault,"def update(val, config={}): config['val'] = val","def update(val, config=None):
    if config is None: config = {}
    config['val'] = val",1.0
Java,InvalidAssignment,5 = x;,int x = 5;,1.0
Python,MissingImport,"plt.plot([1,2,3])","import matplotlib.pyplot as plt
plt.plot([1,2,3])",1.0
Python,MutableDefault,"def update(val, config={}): config['val'] = val","def update(val, config=None):
    if config is None: config = {}
    config['val'] = val",1.0
C++,MissingInclude,"int main() { string s = ""hi""; return 0; }","#include <string>
using namespace std;
int main() { string s = ""hi""; return 0; }",1.0
C,MissingDelimiter,int y = 20,int y = 20;,1.0
Java,InvalidAssignment,5 = x;,int x = 5;,1.0
C,TypeMismatch,"int x = ""text"";","char* x = ""text"";",1.0
Python,NameError,print(undefined_var),"undefined_var = 10
print(undefined_var)",1.0
Python,ImportError,"import randomm
randomm.randint(1,10)","import random
random.randint(1,10)",1.0
Python,MissingImport,"random.randint(1, 10)","import random
random.randint(1, 10)",1.0
Python,UnmatchedBracket,print((1 + 2),print((1 + 2)),1.0
Python,MissingImport,"np.array([1,2,3])","import numpy as np
np.array([1,2,3])",1.0
Java,UnusedVariable,"int x = 10;
System.out.println(""Hi"");","System.out.println(""Hi"");",1.0
Python,InvalidAssignment,5 = x,x = 5,1.0
C++,UnmatchedBracket,"vector<int> v = {1, 2, 3;","vector<int> v = {1, 2, 3};",1.0
Python,MutableDefault,"def append_to(element, lst=[]): lst.append(element)","def append_to(element, lst=None):
    if lst is None: lst = []
    lst.append(element)",1.0
C++,InvalidAssignment,10 + 5 = result;,result = 10 + 5;,1.0
Python,WildcardImport,from math import *,from math import sqrt,1.0
C,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1.0
Python,MissingImport,now = datetime.now(),"from datetime import datetime
now = datetime.now()",1.0
Java,UnclosedString,"String s = ""hello;","String s = ""hello"";",1.0
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1.0
Python,WildcardImport,from math import *,from math import sqrt,1.0
Python,MutableDefault,"def append_to(element, lst=[]): lst.append(element)","def append_to(element, lst=None):
    if lst is None: lst = []
    lst.append(element)",1.0
Python,WildcardImport,from math import *,"from math import sqrt, pi",1.0
Python,InfiniteLoop,"while True:
    pass","while condition:
    pass",1.0
C,InvalidAssignment,5 = x;,int x = 5;,1.0
C++,UnmatchedBracket,"int main() {
  cout << ""Hi"";
","int main() {
  cout << ""Hi"";
}",2.0
C++,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,DivisionByZero,result = 10 / 0,result = 10 / 1  # Avoid division by zero,1.0
Java,UndeclaredIdentifier,System.out.println(x);,"int x = 10;
System.out.println(x);",1.0
C++,UnmatchedBracket,"if (x > 5 { cout << ""big""; }","if (x > 5) { cout << ""big""; }",1.0
Python,IndentationError,"class Test:
def __init__(self):
pass","class Test:
    def __init__(self):
        pass",3.0
C,InfiniteLoop,while (1) { },while (1) { break; },1.0
C,InfiniteLoop,while (1) { },while (1) { break; },1.0
C,InfiniteLoop,"while (1) {
}","while (condition) {
}",1.0
Java,UnreachableCode,"return;
System.out.println(""Hi"");","System.out.println(""Hi"");",2.0
Java,UnreachableCode,"return;
System.out.println(""Hi"");","System.out.println(""Hi"");",2.0
C,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,MissingDelimiter,"def add(a, b)
    return a + b","def add(a, b):
    return a + b",1.0
C++,UnmatchedBracket,"int main() {
  cout << ""Hi"";
","int main() {
  cout << ""Hi"";
}",2.0
Python,MissingImport,"np.array([1,2,3])","import numpy as np
np.array([1,2,3])",1.0
Java,UnclosedString,"System.out.println(""test);","System.out.println(""test"");",1.0
C,DuplicateDefinition,int x = 5; int x = 10;,int x = 5; x = 10;,1.0
Python,LineTooLong,"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)","result = very_long_function_name(
    arg1, arg2, arg3, arg4,
    arg5, arg6, arg7, arg8
)",1.0
Java,InfiniteLoop,for (;;) { },for (int i = 0; i < 10; i++) { },1.0
Java,DivisionByZero,int r = 50 / (a - a);,"int r = 50 / Math.max(a - a, 1);",1.0
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1.0
Java,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2.0
C++,UnclosedString,"string s = ""hello;","string s = ""hello"";",1.0
Python,UnreachableCode,"return
print('Hi')",print('Hi'),2.0
Python,MutableDefault,"def add_item(x, lst=[]): lst.append(x)","def add_item(x, lst=None):
    if lst is None: lst = []
    lst.append(x)",1.0
C++,InfiniteLoop,"while (true) {
}","while (condition) {
}",1.0
Java,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2.0
Python,UnmatchedBracket,print((1 + 2),print((1 + 2)),1.0
C,InvalidAssignment,5 = x;,int x = 5;,1.0
C++,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1.0
Python,TypeMismatch,x = '5' + 3,x = int('5') + 3,1.0
Java,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
Python,NameError,result = x + y,"x = 5
y = 10
result = x + y",1.0
Python,MissingImport,data = json.loads('{}'),"import json
data = json.loads('{}')",1.0
Python,InvalidAssignment,5 = x,x = 5,1.0
C++,UndeclaredIdentifier,cout << x;,"int x = 10;
cout << x;",1.0
Python,UnreachableCode,"return
print('Hi')",print('Hi'),2.0
C++,DivisionByZero,int r = 75 / (c - c);,"int r = 75 / max(c - c, 1);",1.0
Python,UnreachableCode,"return
print('Hi')",print('Hi'),2.0
Java,InfiniteLoop,int i = 0; while (i < 10) { System.out.println(i); },int i = 0; while (i < 10) { System.out.println(i); i++; },1.0
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1.0
Python,LineTooLong,print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),"print(
    'This is an extremely long string '
    'split across multiple lines'
)",1.0
C,UnreachableCode,"return;
printf(""Hi"");","printf(""Hi"");",2.0
Python,InfiniteLoop,"while True:
    pass","while condition:
    pass",1.0
C++,DivisionByZero,int r = 75 / (c - c);,"int r = 75 / max(c - c, 1);",1.0
Python,MissingImport,request.get('url'),"import requests
request.get('url')",1.0
Python,MissingImport,"plt.plot([1,2,3])","import matplotlib.pyplot as plt
plt.plot([1,2,3])",1.0
Java,DivisionByZero,int result = 10 / 0;,int result = 10 / 1;  // Avoid division by zero,1.0
Python,WildcardImport,from math import *,from math import sqrt,1.0
Python,MissingImport,df = pd.DataFrame(),"import pandas as pd
df = pd.DataFrame()",1.0
C++,InvalidAssignment,5 = x;,int x = 5;,1.0
Python,WildcardImport,from random import *,"from random import randint, choice",1.0
Python,LineTooLong,"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)","result = very_long_function_name(
    arg1, arg2, arg3, arg4,
    arg5, arg6, arg7, arg8
)",1.0
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2.0
Python,UnclosedString,print('Hello),print('Hello'),1.0
Python,DivisionByZero,x = 10 / 0,x = 10 / 2,1.0
Java,InvalidAssignment,5 = x;,int x = 5;,1.0
Python,WildcardImport,from os import *,"from os import path, getcwd",1.0
Python,NameError,total = count * 2,"count = 5
total = count * 2",1.0
C++,InfiniteLoop,"while (true) {
}","while (condition) {
}",1.0
Python,UnmatchedBracket,print((1 + 2),print((1 + 2)),1.0
C++,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1.0
C++,UnclosedString,"string msg = ""error;","string msg = ""error"";",1.0
Python,MissingImport,"random.randint(1, 10)","import random
random.randint(1, 10)",1.0
C,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,NameError,print(name),"name = 'John'
print(name)",1.0
Java,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
C++,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
Java,InvalidAssignment,"""hello"" = str;","str = ""hello"";",1.0
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2.0
C,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
Java,UnclosedString,"String s = ""hello;","String s = ""hello"";",1.0
Python,NameError,print(name),"name = 'John'
print(name)",1.0
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1.0
Java,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,IndentationError,"def test():
print('error')","def test():
    print('error')",2.0
C,UnmatchedBracket,"int main() {
  printf(""Hi"");
","int main() {
  printf(""Hi"");
}",2.0
C++,InvalidAssignment,5 = x;,int x = 5;,1.0
Python,LineTooLong,print('This is a very very very very very very very very very very long line'),print('This is a long line'),1.0
C++,MissingDelimiter,int y = 20,int y = 20;,1.0
C,InfiniteLoop,"do { printf(""run""); } while (true);","do { printf(""run""); break; } while (true);",1.0
Python,NameError,print(undefined_var),"undefined_var = 10
print(undefined_var)",1.0
C,UnreachableCode,"return;
printf(""Hi"");","printf(""Hi"");",2.0
Python,DivisionByZero,x = 10 / 0,x = 10 / 2,1.0
Python,NameError,print(undefined_var),"undefined_var = 10
print(undefined_var)",1.0
C,UnmatchedBracket,"int main() { printf(""Hi""; return 0; }","int main() { printf(""Hi""); return 0; }",1.0
Python,WildcardImport,from os import *,"from os import path, getcwd",1.0
Python,MissingImport,"plt.plot([1,2,3])","import matplotlib.pyplot as plt
plt.plot([1,2,3])",1.0
Python,WildcardImport,from datetime import *,"from datetime import datetime, timedelta",1.0
Python,InvalidAssignment,5 = x,x = 5,1.0
Python,MissingDelimiter,"def add(a, b)
    return a + b","def add(a, b):
    return a + b",1.0
Python,DivisionByZero,result = 100 / (x - x),"result = 100 / max(x - x, 1)",1.0
Python,MissingImport,"np.array([1,2,3])","import numpy as np
np.array([1,2,3])",1.0
Java,UnclosedString,"System.out.println(""Hello);","System.out.println(""Hello"");",1.0
Python,UnclosedString,print('Hello),print('Hello'),1.0
Python,UnusedVariable,"x = 10
print('Hi')",print('Hi'),1.0
C++,MissingDelimiter,int y = 20,int y = 20;,1.0
Python,WildcardImport,from math import *,"from math import sqrt, pi",1.0
C,DuplicateDefinition,int var = 1; int var = 2;,int var = 1; var = 2;,1.0
Python,IndentationError,"if True:
x = 5","if True:
    x = 5",2.0
Python,WildcardImport,from datetime import *,"from datetime import datetime, timedelta",1.0
C,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,InfiniteLoop,"while True:
    pass","while condition:
    pass",1.0
Python,ImportError,"import pandass
pandass.DataFrame()","import pandas
pandas.DataFrame()",1.0
Python,UnusedVariable,"x = 10
print('Hi')",print('Hi'),1.0
Python,NameError,print(x),"x = 10
print(x)",1.0
C,UnreachableCode,"return;
printf(""Hi"");","printf(""Hi"");",2.0
C,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,IndentationError,"def test():
print('error')","def test():
    print('error')",2.0
C,InvalidAssignment,5 = x;,int x = 5;,1.0
C,UnreachableCode,"return;
printf(""Hi"");","printf(""Hi"");",2.0
Java,DivisionByZero,int result = 10 / 0;,int result = 10 / 1;  // Avoid division by zero,1.0
C,InvalidAssignment,5 = x;,int x = 5;,1.0
Java,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
Python,NameError,total = count * 2,"count = 5
total = count * 2",1.0
Java,UnusedVariable,"int x = 10;
System.out.println(""Hi"");","System.out.println(""Hi"");",1.0
Python,MissingImport,now = datetime.now(),"from datetime import datetime
now = datetime.now()",1.0
Python,MissingImport,os.path.exists('file'),"import os
os.path.exists('file')",1.0
Java,UndeclaredIdentifier,System.out.println(x);,"int x = 10;
System.out.println(x);",1.0
C++,DivisionByZero,int result = 10 / 0;,int result = 10 / 1;  // Avoid division by zero,1.0
C++,UndeclaredIdentifier,cout << x;,"int x = 10;
cout << x;",1.0
Python,NameError,total = count * 2,"count = 5
total = count * 2",1.0
Python,InfiniteLoop,"while True:
    pass","while condition:
    pass",1.0
C,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
C++,UnusedVariable,"int x = 10;
cout << ""Hi"";","cout << ""Hi"";",1.0
Python,ImportError,from datetime import datetimee,from datetime import datetime,1.0
C++,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,UnusedVariable,"x = 10
print('Hi')",print('Hi'),1.0
Python,LineTooLong,"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)","result = very_long_function_name(
    arg1, arg2, arg3, arg4,
    arg5, arg6, arg7, arg8
)",1.0
Python,MutableDefault,"def update(val, config={}): config['val'] = val","def update(val, config=None):
    if config is None: config = {}
    config['val'] = val",1.0
Python,DivisionByZero,result = 10 / 0,result = 10 / 1  # Avoid division by zero,1.0
Python,DivisionByZero,result = 10 / 0,result = 10 / 1  # Avoid division by zero,1.0
Java,InfiniteLoop,"while (true) { System.out.println(""loop""); }","while (true) { System.out.println(""loop""); break; }",1.0
Python,InvalidAssignment,5 = x,x = 5,1.0
C,UndeclaredIdentifier,"printf(""%d"", x);","int x = 10;
printf(""%d"", x);",1.0
C++,MissingInclude,int main() { cin >> x; return 0; },"#include <iostream>
using namespace std;
int main() { int x; cin >> x; return 0; }",1.0
Python,NameError,total = count * 2,"count = 5
total = count * 2",1.0
Python,DivisionByZero,x = 10 / 0,x = 10 / 2,1.0
C,MissingInclude,int main() { sqrt(16); return 0; },"#include <math.h>
int main() { sqrt(16); return 0; }",1.0
Python,IndentationError,"def func():
print('Hi')","def func():
    print('Hi')",2.0
Python,UnreachableCode,"return
print('Hi')",print('Hi'),2.0
C++,InvalidAssignment,5 = x;,int x = 5;,1.0
Python,WildcardImport,from datetime import *,"from datetime import datetime, timedelta",1.0
Python,LineTooLong,"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)","result = very_long_function_name(
    arg1, arg2, arg3, arg4,
    arg5, arg6, arg7, arg8
)",1.0
C,TypeMismatch,"int x = ""text"";","char* x = ""text"";",1.0
Java,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2.0
Java,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,NameError,print(x),"x = 10
print(x)",1.0
Python,WildcardImport,from random import *,"from random import randint, choice",1.0
Python,WildcardImport,from math import *,"from math import sqrt, pi",1.0
C,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1.0
Python,WildcardImport,from os import *,"from os import path, getcwd",1.0
C,MissingDelimiter,int x = 10,int x = 10;,1.0
C,UnreachableCode,"return;
printf(""Hi"");","printf(""Hi"");",2.0
Python,MutableDefault,"def update(val, config={}): config['val'] = val","def update(val, config=None):
    if config is None: config = {}
    config['val'] = val",1.0
Python,IndentationError,"while True:
break","while True:
    break",2.0
